Persona Name,Age,Income Source,Annual Income Range,Family Size,Relationship Status,Key Financial Goals,Lifestyle Factors
Riya,43,Retired,$50k-$75k,1,Single,Child Education Fund,Lives in joint family
Amit,51,Retired,$15k-$30k,3,Married w/ Spouse,Wealth Creation,Works night shifts
Riya,41,Salaried,$30k-$50k,3,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Rahul,62,Business Owner,$15k-$30k,5,Divorced,Tax Saving,"Frequent flyer, international travel"
Sneha,42,Salaried,$75k-$100k,3,Widowed,Health Coverage,Prefers homeopathic treatment
Arjun,38,Retired,$75k-$100k,5,Single,Health Coverage,Lives in joint family
Ankit,38,Self-Employed,$30k-$50k,2,Married w/ Kids,Health Coverage,"Smoker, high stress job"
Sneha,31,Business Owner,$75k-$100k,1,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Riya,48,Business Owner,$75k-$100k,4,Divorced,Tax Saving,Works night shifts
Riya,36,Retired,$30k-$50k,2,Widowed,Tax Saving,"Owns property, no liabilities"
Rahul,49,Salaried,$15k-$30k,3,Divorced,Child Education Fund,Prefers homeopathic treatment
Mr. Dutta,49,Salaried,$50k-$75k,4,Married w/ Kids,Retirement Savings,Prefers homeopathic treatment
Sneha,48,Salaried,$50k-$75k,1,Married w/ Kids,Retirement Savings,Prefers homeopathic treatment
Mr. Dutta,55,Salaried,$15k-$30k,5,Single,Health Coverage,Prefers homeopathic treatment
Ankit,45,Self-Employed,$100k+,4,Single,Retirement Savings,"Sedentary lifestyle, chronic illness"
Sneha,54,Retired,$75k-$100k,5,Widowed,Wealth Creation,Lives in joint family
Sneha,39,Self-Employed,$15k-$30k,5,Married w/ Kids,Child Education Fund,"Health-conscious, gym member"
Rahul,62,Business Owner,$15k-$30k,4,Widowed,Tax Saving,"Owns property, no liabilities"
Arjun,34,Self-Employed,$100k+,1,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Priya,55,Business Owner,$100k+,4,Married w/ Kids,Tax Saving,"Health-conscious, gym member"
Arjun,34,Business Owner,$75k-$100k,3,Widowed,Health Coverage,"Owns a car, travels frequently"
Mrs. Iyer,39,Self-Employed,$75k-$100k,5,Married w/ Kids,Wealth Creation,"Frequent flyer, international travel"
Rahul,31,Business Owner,$75k-$100k,3,Widowed,Tax Saving,"Smoker, high stress job"
Mrs. Iyer,26,Self-Employed,$15k-$30k,2,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Mrs. Iyer,32,Business Owner,$15k-$30k,1,Widowed,Wealth Creation,Prefers homeopathic treatment
Priya,33,Business Owner,$15k-$30k,1,Single,Tax Saving,"Sedentary lifestyle, chronic illness"
Amit,35,Business Owner,$75k-$100k,4,Married w/ Kids,Health Coverage,"Frequent flyer, international travel"
Sneha,44,Salaried,$15k-$30k,5,Widowed,Wealth Creation,"Owns property, no liabilities"
Rahul,24,Salaried,$15k-$30k,3,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Ankit,47,Self-Employed,$30k-$50k,5,Divorced,Retirement Savings,Prefers homeopathic treatment
Sunita,23,Salaried,$15k-$30k,1,Widowed,Child Education Fund,"Owns a car, travels frequently"
Priya,64,Salaried,$30k-$50k,3,Widowed,Health Coverage,"Owns a car, travels frequently"
Mrs. Iyer,23,Self-Employed,$75k-$100k,4,Married w/ Kids,Tax Saving,"Owns a car, travels frequently"
Mrs. Iyer,48,Business Owner,$50k-$75k,1,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Mr. Dutta,23,Salaried,$100k+,1,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Amit,50,Salaried,$15k-$30k,3,Married w/ Kids,Child Education Fund,"Pet owner, active lifestyle"
Priya,52,Self-Employed,$75k-$100k,3,Divorced,Tax Saving,Prefers homeopathic treatment
Priya,43,Self-Employed,$30k-$50k,1,Widowed,Health Coverage,"Pet owner, active lifestyle"
Priya,50,Self-Employed,$15k-$30k,1,Married w/ Kids,Health Coverage,"Frequent flyer, international travel"
Amit,62,Salaried,$15k-$30k,1,Divorced,Tax Saving,Lives in joint family
Priya,47,Retired,$30k-$50k,2,Widowed,Wealth Creation,"Frequent flyer, international travel"
Priya,48,Self-Employed,$30k-$50k,1,Widowed,Retirement Savings,Prefers homeopathic treatment
Sunita,38,Self-Employed,$75k-$100k,2,Single,Health Coverage,"Sedentary lifestyle, chronic illness"
Priya,25,Business Owner,$75k-$100k,1,Single,Child Education Fund,Lives in joint family
Riya,55,Business Owner,$50k-$75k,2,Married w/ Spouse,Tax Saving,"Owns a car, travels frequently"
Mr. Dutta,30,Retired,$100k+,4,Married w/ Spouse,Retirement Savings,Works night shifts
Mr. Dutta,45,Salaried,$30k-$50k,1,Divorced,Tax Saving,"Owns a car, travels frequently"
Priya,44,Self-Employed,$100k+,3,Married w/ Spouse,Health Coverage,"Health-conscious, gym member"
Ankit,55,Retired,$75k-$100k,1,Single,Retirement Savings,"Owns a car, travels frequently"
Mrs. Iyer,58,Retired,$100k+,2,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Ankit,60,Self-Employed,$50k-$75k,3,Single,Wealth Creation,Prefers homeopathic treatment
Mr. Dutta,42,Business Owner,$100k+,4,Single,Retirement Savings,"Pet owner, active lifestyle"
Amit,27,Retired,$50k-$75k,3,Single,Child Education Fund,Prefers homeopathic treatment
Mrs. Iyer,51,Salaried,$30k-$50k,1,Married w/ Kids,Tax Saving,"Sedentary lifestyle, chronic illness"
Sneha,63,Business Owner,$75k-$100k,2,Married w/ Spouse,Tax Saving,Works night shifts
Ankit,37,Business Owner,$100k+,4,Divorced,Child Education Fund,Works night shifts
Rahul,47,Self-Employed,$50k-$75k,3,Married w/ Spouse,Tax Saving,"Smoker, high stress job"
Sunita,29,Salaried,$75k-$100k,5,Widowed,Tax Saving,"Owns property, no liabilities"
Arjun,57,Retired,$30k-$50k,1,Widowed,Child Education Fund,"Owns a car, travels frequently"
Mrs. Iyer,61,Salaried,$15k-$30k,4,Widowed,Tax Saving,"Health-conscious, gym member"
Priya,50,Self-Employed,$50k-$75k,2,Single,Health Coverage,"Frequent flyer, international travel"
Ankit,58,Self-Employed,$30k-$50k,4,Divorced,Retirement Savings,"Owns a car, travels frequently"
Rahul,25,Salaried,$100k+,3,Married w/ Spouse,Health Coverage,"Health-conscious, gym member"
Mr. Dutta,46,Self-Employed,$75k-$100k,2,Single,Retirement Savings,Prefers homeopathic treatment
Ankit,57,Salaried,$15k-$30k,2,Married w/ Spouse,Tax Saving,Prefers homeopathic treatment
Riya,36,Self-Employed,$100k+,5,Married w/ Spouse,Wealth Creation,"Owns a car, travels frequently"
Priya,54,Business Owner,$50k-$75k,2,Divorced,Child Education Fund,"Pet owner, active lifestyle"
Priya,39,Salaried,$75k-$100k,2,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Riya,51,Self-Employed,$100k+,2,Widowed,Health Coverage,Prefers homeopathic treatment
Amit,41,Retired,$15k-$30k,1,Divorced,Health Coverage,"Health-conscious, gym member"
Mr. Dutta,42,Retired,$50k-$75k,2,Married w/ Spouse,Retirement Savings,"Owns property, no liabilities"
Sunita,23,Business Owner,$50k-$75k,2,Single,Child Education Fund,"Owns a car, travels frequently"
Rahul,47,Retired,$30k-$50k,4,Widowed,Health Coverage,"Owns a car, travels frequently"
Priya,58,Salaried,$30k-$50k,1,Divorced,Child Education Fund,"Owns a car, travels frequently"
Ankit,38,Self-Employed,$50k-$75k,2,Divorced,Retirement Savings,"Smoker, high stress job"
Priya,51,Business Owner,$30k-$50k,3,Divorced,Retirement Savings,"Owns a car, travels frequently"
Rahul,45,Salaried,$75k-$100k,5,Married w/ Spouse,Health Coverage,"Pet owner, active lifestyle"
Amit,44,Self-Employed,$15k-$30k,4,Divorced,Child Education Fund,Lives in joint family
Ankit,42,Salaried,$15k-$30k,5,Widowed,Tax Saving,"Pet owner, active lifestyle"
Ankit,35,Self-Employed,$15k-$30k,3,Single,Health Coverage,"Smoker, high stress job"
Rahul,47,Self-Employed,$30k-$50k,5,Widowed,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sunita,22,Self-Employed,$50k-$75k,1,Divorced,Tax Saving,"Frequent flyer, international travel"
Riya,41,Self-Employed,$30k-$50k,2,Divorced,Child Education Fund,"Pet owner, active lifestyle"
Mr. Dutta,25,Business Owner,$75k-$100k,3,Widowed,Tax Saving,"Owns a car, travels frequently"
Amit,57,Business Owner,$100k+,4,Single,Retirement Savings,Works night shifts
Mrs. Iyer,45,Retired,$75k-$100k,2,Divorced,Health Coverage,"Smoker, high stress job"
Priya,45,Business Owner,$15k-$30k,4,Divorced,Wealth Creation,"Health-conscious, gym member"
Amit,49,Self-Employed,$75k-$100k,2,Divorced,Health Coverage,"Pet owner, active lifestyle"
Ankit,25,Business Owner,$30k-$50k,2,Married w/ Spouse,Tax Saving,"Smoker, high stress job"
Sneha,46,Salaried,$50k-$75k,2,Widowed,Retirement Savings,"Owns a car, travels frequently"
Priya,25,Retired,$75k-$100k,4,Divorced,Tax Saving,"Frequent flyer, international travel"
Ankit,42,Self-Employed,$15k-$30k,2,Single,Child Education Fund,Prefers homeopathic treatment
Rahul,50,Self-Employed,$75k-$100k,2,Widowed,Health Coverage,"Pet owner, active lifestyle"
Riya,52,Business Owner,$75k-$100k,3,Divorced,Health Coverage,Works night shifts
Priya,59,Salaried,$50k-$75k,2,Widowed,Health Coverage,Prefers homeopathic treatment
Ankit,46,Salaried,$75k-$100k,3,Single,Health Coverage,Lives in joint family
Sneha,63,Salaried,$15k-$30k,5,Married w/ Kids,Child Education Fund,"Smoker, high stress job"
Mr. Dutta,43,Retired,$30k-$50k,2,Divorced,Child Education Fund,"Health-conscious, gym member"
Mrs. Iyer,32,Self-Employed,$15k-$30k,5,Married w/ Kids,Tax Saving,Prefers homeopathic treatment
Riya,43,Salaried,$100k+,3,Married w/ Kids,Retirement Savings,"Frequent flyer, international travel"
Arjun,51,Self-Employed,$75k-$100k,3,Divorced,Health Coverage,"Pet owner, active lifestyle"
Mrs. Iyer,51,Business Owner,$30k-$50k,3,Single,Tax Saving,"Health-conscious, gym member"
Rahul,59,Self-Employed,$50k-$75k,4,Single,Wealth Creation,Works night shifts
Rahul,58,Business Owner,$75k-$100k,5,Married w/ Spouse,Wealth Creation,"Owns property, no liabilities"
Ankit,44,Retired,$15k-$30k,3,Divorced,Retirement Savings,"Frequent flyer, international travel"
Mrs. Iyer,22,Retired,$75k-$100k,4,Married w/ Kids,Child Education Fund,"Pet owner, active lifestyle"
Arjun,61,Salaried,$75k-$100k,2,Married w/ Spouse,Retirement Savings,"Pet owner, active lifestyle"
Sneha,61,Retired,$30k-$50k,3,Widowed,Retirement Savings,"Owns a car, travels frequently"
Ankit,47,Retired,$30k-$50k,1,Married w/ Kids,Wealth Creation,"Owns property, no liabilities"
Riya,33,Business Owner,$50k-$75k,2,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Rahul,44,Salaried,$75k-$100k,4,Married w/ Spouse,Wealth Creation,"Pet owner, active lifestyle"
Priya,58,Retired,$50k-$75k,2,Single,Child Education Fund,"Health-conscious, gym member"
Amit,42,Self-Employed,$75k-$100k,5,Widowed,Retirement Savings,"Health-conscious, gym member"
Priya,29,Business Owner,$15k-$30k,2,Widowed,Tax Saving,Prefers homeopathic treatment
Rahul,45,Self-Employed,$15k-$30k,3,Married w/ Kids,Child Education Fund,"Pet owner, active lifestyle"
Sunita,41,Salaried,$30k-$50k,4,Divorced,Wealth Creation,"Smoker, high stress job"
Sneha,40,Self-Employed,$100k+,1,Divorced,Tax Saving,Lives in joint family
Ankit,48,Retired,$30k-$50k,4,Widowed,Health Coverage,"Owns property, no liabilities"
Mrs. Iyer,44,Retired,$30k-$50k,5,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Sneha,31,Business Owner,$100k+,1,Widowed,Wealth Creation,Lives in joint family
Rahul,41,Self-Employed,$75k-$100k,2,Single,Child Education Fund,"Pet owner, active lifestyle"
Arjun,50,Retired,$75k-$100k,3,Married w/ Kids,Retirement Savings,"Health-conscious, gym member"
Arjun,23,Self-Employed,$30k-$50k,4,Married w/ Kids,Wealth Creation,Prefers homeopathic treatment
Rahul,44,Retired,$75k-$100k,2,Widowed,Retirement Savings,"Frequent flyer, international travel"
Sneha,32,Retired,$30k-$50k,3,Widowed,Child Education Fund,"Health-conscious, gym member"
Mrs. Iyer,35,Retired,$15k-$30k,5,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Mrs. Iyer,55,Salaried,$50k-$75k,3,Single,Tax Saving,"Frequent flyer, international travel"
Rahul,49,Business Owner,$100k+,2,Married w/ Kids,Health Coverage,Lives in joint family
Arjun,24,Retired,$30k-$50k,3,Divorced,Health Coverage,"Frequent flyer, international travel"
Priya,61,Retired,$75k-$100k,3,Married w/ Kids,Health Coverage,"Sedentary lifestyle, chronic illness"
Rahul,49,Retired,$75k-$100k,4,Widowed,Child Education Fund,Prefers homeopathic treatment
Ankit,38,Self-Employed,$30k-$50k,5,Widowed,Child Education Fund,"Owns property, no liabilities"
Priya,32,Salaried,$50k-$75k,1,Married w/ Kids,Tax Saving,"Health-conscious, gym member"
Sneha,33,Business Owner,$100k+,1,Divorced,Wealth Creation,"Sedentary lifestyle, chronic illness"
Amit,32,Self-Employed,$50k-$75k,4,Married w/ Spouse,Child Education Fund,Works night shifts
Arjun,58,Self-Employed,$15k-$30k,2,Divorced,Retirement Savings,"Frequent flyer, international travel"
Mr. Dutta,26,Self-Employed,$30k-$50k,4,Single,Tax Saving,"Owns property, no liabilities"
Priya,53,Business Owner,$15k-$30k,3,Widowed,Child Education Fund,Works night shifts
Arjun,54,Salaried,$75k-$100k,1,Widowed,Wealth Creation,"Frequent flyer, international travel"
Sneha,63,Self-Employed,$75k-$100k,2,Divorced,Health Coverage,Works night shifts
Sneha,29,Self-Employed,$75k-$100k,4,Single,Tax Saving,Works night shifts
Sneha,23,Retired,$30k-$50k,1,Widowed,Retirement Savings,Works night shifts
Rahul,34,Business Owner,$15k-$30k,3,Married w/ Kids,Retirement Savings,Works night shifts
Sneha,48,Business Owner,$30k-$50k,1,Widowed,Tax Saving,"Sedentary lifestyle, chronic illness"
Ankit,28,Retired,$15k-$30k,2,Divorced,Wealth Creation,"Owns a car, travels frequently"
Sneha,38,Self-Employed,$30k-$50k,5,Married w/ Spouse,Tax Saving,"Smoker, high stress job"
Amit,39,Salaried,$30k-$50k,2,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Priya,45,Business Owner,$50k-$75k,5,Single,Retirement Savings,Prefers homeopathic treatment
Priya,35,Salaried,$15k-$30k,4,Married w/ Kids,Retirement Savings,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,34,Retired,$75k-$100k,3,Married w/ Spouse,Child Education Fund,"Sedentary lifestyle, chronic illness"
Rahul,39,Salaried,$100k+,1,Widowed,Health Coverage,"Owns a car, travels frequently"
Mr. Dutta,58,Business Owner,$50k-$75k,2,Widowed,Health Coverage,"Owns property, no liabilities"
Priya,29,Business Owner,$30k-$50k,2,Single,Health Coverage,"Sedentary lifestyle, chronic illness"
Mr. Dutta,50,Business Owner,$100k+,2,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Ankit,33,Retired,$75k-$100k,1,Married w/ Spouse,Tax Saving,"Health-conscious, gym member"
Mr. Dutta,31,Business Owner,$75k-$100k,2,Divorced,Child Education Fund,"Owns a car, travels frequently"
Priya,54,Business Owner,$15k-$30k,3,Single,Tax Saving,"Frequent flyer, international travel"
Arjun,53,Business Owner,$100k+,5,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Ankit,56,Salaried,$15k-$30k,5,Married w/ Kids,Health Coverage,"Owns property, no liabilities"
Priya,37,Retired,$15k-$30k,3,Married w/ Kids,Wealth Creation,"Health-conscious, gym member"
Riya,53,Self-Employed,$15k-$30k,3,Married w/ Spouse,Tax Saving,Prefers homeopathic treatment
Riya,53,Retired,$30k-$50k,3,Single,Child Education Fund,"Smoker, high stress job"
Amit,40,Self-Employed,$30k-$50k,4,Divorced,Retirement Savings,"Sedentary lifestyle, chronic illness"
Arjun,64,Retired,$75k-$100k,3,Widowed,Health Coverage,"Frequent flyer, international travel"
Ankit,63,Salaried,$50k-$75k,1,Married w/ Kids,Retirement Savings,"Sedentary lifestyle, chronic illness"
Riya,29,Business Owner,$15k-$30k,4,Divorced,Health Coverage,Lives in joint family
Rahul,32,Retired,$30k-$50k,1,Single,Health Coverage,Lives in joint family
Sunita,23,Self-Employed,$30k-$50k,3,Widowed,Retirement Savings,"Pet owner, active lifestyle"
Sunita,56,Business Owner,$75k-$100k,3,Widowed,Child Education Fund,Works night shifts
Rahul,45,Business Owner,$50k-$75k,3,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Amit,31,Self-Employed,$50k-$75k,4,Married w/ Kids,Health Coverage,"Owns a car, travels frequently"
Sneha,24,Salaried,$50k-$75k,5,Widowed,Child Education Fund,"Owns property, no liabilities"
Sunita,47,Retired,$30k-$50k,5,Single,Health Coverage,"Health-conscious, gym member"
Priya,56,Salaried,$50k-$75k,4,Divorced,Wealth Creation,Lives in joint family
Sunita,36,Retired,$15k-$30k,1,Married w/ Kids,Health Coverage,Prefers homeopathic treatment
Riya,63,Self-Employed,$100k+,5,Married w/ Spouse,Retirement Savings,"Smoker, high stress job"
Arjun,46,Self-Employed,$15k-$30k,4,Divorced,Child Education Fund,"Frequent flyer, international travel"
Riya,28,Retired,$30k-$50k,4,Divorced,Retirement Savings,"Smoker, high stress job"
Riya,33,Salaried,$100k+,4,Widowed,Retirement Savings,"Smoker, high stress job"
Mrs. Iyer,22,Salaried,$75k-$100k,1,Single,Health Coverage,Works night shifts
Riya,64,Self-Employed,$50k-$75k,1,Married w/ Spouse,Tax Saving,"Health-conscious, gym member"
Priya,32,Retired,$30k-$50k,1,Married w/ Kids,Wealth Creation,Prefers homeopathic treatment
Riya,47,Self-Employed,$15k-$30k,1,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Rahul,64,Salaried,$30k-$50k,1,Widowed,Retirement Savings,Lives in joint family
Ankit,31,Self-Employed,$30k-$50k,3,Divorced,Health Coverage,"Frequent flyer, international travel"
Mr. Dutta,49,Self-Employed,$50k-$75k,4,Single,Tax Saving,"Owns property, no liabilities"
Priya,30,Retired,$30k-$50k,3,Single,Health Coverage,Prefers homeopathic treatment
Sunita,25,Self-Employed,$75k-$100k,4,Divorced,Tax Saving,"Pet owner, active lifestyle"
Sneha,53,Self-Employed,$50k-$75k,1,Married w/ Kids,Wealth Creation,Lives in joint family
Mrs. Iyer,25,Business Owner,$30k-$50k,1,Married w/ Kids,Wealth Creation,"Sedentary lifestyle, chronic illness"
Ankit,39,Salaried,$100k+,5,Divorced,Child Education Fund,Lives in joint family
Ankit,50,Business Owner,$100k+,5,Widowed,Health Coverage,"Health-conscious, gym member"
Arjun,22,Retired,$50k-$75k,1,Widowed,Wealth Creation,"Owns property, no liabilities"
Sneha,31,Salaried,$100k+,3,Single,Retirement Savings,Lives in joint family
Arjun,49,Self-Employed,$75k-$100k,4,Divorced,Health Coverage,Lives in joint family
Amit,52,Business Owner,$15k-$30k,1,Married w/ Spouse,Retirement Savings,"Owns property, no liabilities"
Mrs. Iyer,40,Retired,$100k+,4,Married w/ Spouse,Health Coverage,"Sedentary lifestyle, chronic illness"
Rahul,36,Salaried,$15k-$30k,1,Married w/ Spouse,Wealth Creation,Works night shifts
Mrs. Iyer,58,Self-Employed,$15k-$30k,2,Married w/ Spouse,Wealth Creation,"Owns property, no liabilities"
Rahul,57,Self-Employed,$30k-$50k,1,Divorced,Wealth Creation,"Owns a car, travels frequently"
Rahul,44,Salaried,$50k-$75k,3,Widowed,Retirement Savings,Works night shifts
Rahul,63,Salaried,$100k+,5,Married w/ Kids,Wealth Creation,"Owns property, no liabilities"
Sneha,64,Self-Employed,$75k-$100k,4,Widowed,Child Education Fund,Works night shifts
Mrs. Iyer,26,Self-Employed,$50k-$75k,4,Married w/ Kids,Child Education Fund,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,35,Salaried,$30k-$50k,4,Widowed,Tax Saving,"Sedentary lifestyle, chronic illness"
Arjun,30,Self-Employed,$100k+,2,Married w/ Spouse,Wealth Creation,Lives in joint family
Mrs. Iyer,35,Self-Employed,$50k-$75k,4,Married w/ Spouse,Tax Saving,"Health-conscious, gym member"
Riya,52,Retired,$100k+,4,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Mr. Dutta,42,Self-Employed,$50k-$75k,1,Divorced,Tax Saving,"Owns a car, travels frequently"
Sneha,32,Retired,$100k+,1,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Arjun,23,Self-Employed,$50k-$75k,5,Widowed,Wealth Creation,"Smoker, high stress job"
Priya,53,Retired,$15k-$30k,2,Widowed,Wealth Creation,"Owns a car, travels frequently"
